25,239999,11046,12010,11771,9368,707137,708264,708057,12664,9965,10435,12020,11247,14232,821423,11764,12579,8199,348735,9365,9147,9556,447795,10986,11036,10832,871944,10988,46465,707816,36172,22759,42551,1755,-29151,4369,28546,1067,32822,51713,162558,23297,150878,47239,213,-36808,36170,-7406,-51197,49519063,49519322,49520677,50000053,50000049,49999798,33264,25744,31584,710663,708769,704852,13264500,21629043,6105486,732987,2878133,2164899,3410064,732334,6889560,3048666,8334688,730655,5429468,3909643,6870823,732000,10825,11033
26,250000,17081,13569,19193,18546,706963,708219,707992,15783,20183,15205,13577,13284,14435,858936,19180,17154,22896,291687,18537,19732,13537,488018,16943,16795,17385,860469,16936,-18009,707722,-29294,45709,31343,1847,31130,14472,-22666,1078,-24014,67387,171158,50072,152337,-17492,-29677,20746,-29276,58071,14273,49526818,49527207,49528348,50000007,50000026,49999951,12661,10266,10036,710663,708769,704852,13277787,21627755,6119118,732209,2894839,2191363,3404364,737007,6900537,3071426,8291562,734937,5444686,3935204,6860338,734725,17406,16801
27,259999,44075,38596,46747,46964,706630,708295,708115,41181,48920,41709,38602,38540,38578,876521,46719,43384,52327,302848,46948,48522,39773,473817,43932,43693,44646,863345,43924,46824,707677,36182,71129,-9497,2052,-29811,43041,17638,1001,35008,40429,190297,57421,141545,45143,2900,-38787,36185,-7394,-51196,49546303,49546714,49547558,49999923,49999969,50000091,25749,30039,22701,710663,708769,704852,13308919,21614865,6154197,730062,2928636,2216130,3445617,736735,6935788,3099085,8295807,737787,5479557,3961134,6902788,734860,44680,43704
28,270000,69966,66582,71970,71388,706353,708485,708111,68509,72622,68036,66567,66253,67209,873786,71946,70107,72518,317797,71364,71898,66501,461881,69913,69767,70344,866255,69918,-18235,707647,-29283,38803,36055,2221,29349,61882,-23846,914,-20280,13856,205924,51864,129100,-18069,-30938,22981,-29253,58079,14274,49562511,49562766,49563125,49999818,49999889,50000167,52951,58074,51061,710663,708769,704852,13316226,21622716,6158881,729927,2939987,2223176,3461818,736224,6941107,3102038,8300326,737924,5489136,3967109,6916798,734684,70364,69774
29,280000,73337,74311,73986,71695,706404,708538,708152,75020,71559,72662,74300,73532,76364,868864,73967,74877,66580,330147,71675,70490,71818,450872,73290,73337,73136,868612,73304,46611,707695,36183,26468,32159,2217,-31351,60169,17816,909,36896,9015,205522,48099,128417,45469,1458,-37026,36195,-7396,-51199,49557396,49557563,49557281,49999722,49999814,50000137,72744,75049,72632,710663,708769,704852,13289571,21619256,6133593,731274,2907384,2201839,3417305,737335,6917767,3085969,8290414,736578,5458740,3947202,6874280,735068,73128,73335
30,289999,51447,55450,51224,47621,706952,708647,707938,55352,46636,51796,55484,54425,58554,861173,51219,53829,39416,342752,47593,45433,51316,437645,51305,51488,50733,871159,51312,-18441,707842,-29288,69868,-8986,1990,28485,36005,-22193,1035,-23842,33995,184470,41119,146325,-17566,-32438,24694,-29262,58074,14273,49537095,49537247,49536607,49999669,49999752,49999992,71062,68262,72365,710663,708769,704852,13267674,21631330,6107895,732889,2882435,2174243,3404001,734396,6890668,3056437,8313174,732399,5432897,3918720,6861732,733235,50706,51480
31,300000,22423,25671,22607,18972,707393,708607,707973,25827,18643,22552,25702,24660,28762,842306,22603,24632,13657,355409,18963,17534,21805,423909,22229,22381,21753,873998,22230,46381,707988,36175,57293,37026,1778,-31882,12491,21989,1133,32789,64347,164709,32926,160057,46490,-335,-35245,36180,-7406,-51199,49521947,49521916,49521333,49999673,49999730,49999760,48774,42510,50414,710663,708769,704852,13265700,21633707,6105152,733078,2877526,2159780,3417820,730756,6888973,3043680,8348753,729522,5429097,3904716,6879794,731127,21731,22374
32,310000,9842,9348,10920,9285,707485,708538,707875,10427,10261,8755,9361,8768,11057,822376,10917,10918,10228,326144,9280,9618,7767,475151,9823,9805,9873,866542,9819,-18253,707963,-29294,12573,16042,1700,28534,5710,-19588,1163,-24923,31974,157433,34076,164358,-16124,-31403,21914,-29271,58067,14273,49520326,49520039,49519696,49999730,49999737,49999493,22295,16619,22161,710663,708769,704852,13268452,21634374,6107671,732949,2881768,2172957,3404647,734131,6889507,3054028,8317732,731945,5432279,3917103,6863336,733017,9875,9806
33,319999,24580,19983,26983,26850,707145,708360,707998,22419,28649,22519,20000,19869,20314,872162,26969,24163,32108,292196,26838,28290,20714,483258,24416,24218,25008,861013,24404,46915,707831,36178,59954,-10787,1813,-30845,20913,16086,1101,34009,61338,167943,50215,155690,45321,3388,-39617,36182,-7403,-51197,49532716,49532189,49532411,49999829,49999772,49999268,14553,14905,10588,710663,708769,704852,13291236,21624392,6133568,731355,2905042,2200318,3414083,737420,6913888,3083037,8289590,736291,5456471,3945346,6871861,735028,25036,24227
34,330000,54174,48942,56806,56850,706660,708374,708026,51474,58729,51778,48952,48826,49078,875672,56778,53680,61368,308338,56824,58219,49861,469709,54064,53839,54738,864444,54059,-18160,707684,-29283,66542,34584,2018,29501,46860,-24672,976,-21521,30732,187078,50795,137816,-18150,-30455,22371,-29255,58078,14279,49553722,49552772,49553848,49999958,49999810,49999142,37794,40188,32602,710663,708769,704852,13318683,21627955,6159612,729969,2939225,2222959,3460259,736343,6939911,3101436,8299109,737908,5488673,3967038,6915674,734733,54769,53849
35,340000,74158,72148,75674,74673,706448,708353,708127,73628,75414,72653,72141,71707,73142,872648,75634,74679,73588,322014,74649,74614,71353,458235,74119,74039,74349,867129,74130,46675,707640,36187,19170,-4874,2105,-30433,63254,17453,911,36318,6457,195205,50001,128726,45314,1924,-37554,36195,-7392,-51190,49564041,49562625,49564403,50000122,49999835,49999142,63901,66702,60412,710663,708769,704852,13311938,21618708,6155938,730026,2931194,2217514,3449644,736552,6939874,3101377,8299203,737898,5482658,3963177,6907102,734823,74360,74043
36,349999,68277,70585,68507,65706,706571,708556,708082,70911,65155,68047,70591,69701,73067,866856,68491,70177,58987,334160,65681,64023,67378,446881,68208,68313,67874,869398,68220,-18366,707734,-29286,45589,-10280,2103,29765,57574,-22820,911,-22922,16685,195007,49454,128617,-17794,-31873,24073,-29261,58078,14277,49551910,49550220,49552589,50000297,49999847,49999268,74852,75441,75508,710663,708769,704852,13281087,21630739,6121420,732128,2897434,2193571,3406963,737089,6904206,3074827,8290361,735360,5447734,3938164,6862628,734867,67858,68308
37,360000,41414,45575,41309,37316,706833,708572,708121,45550,36502,41734,45595,44432,49010,855539,41300,43972,29570,347238,37304,35246,41122,433161,41233,41423,40639,872062,41242,46460,707839,36174,72171,35646,2043,-30325,30426,19978,1013,33039,43691,189405,43231,143187,45981,327,-35833,36176,-7401,-51203,49531552,49529652,49532662,50000446,49999854,49999489,62676,60043,66436,710663,708769,704852,13267927,21632784,6107671,732924,2879120,2166665,3409369,732680,6890596,3050872,8330465,731074,5430830,3911873,6870011,732234,40611,41414
38,370000,15376,17618,15790,12712,707147,708663,708013,17959,12807,15219,17634,16729,20262,832880,15789,17248,9329,356280,12707,11839,14403,427163,15231,15341,14888,874303,15234,-18578,707937,-29297,41265,-5351,1918,29671,11285,-15449,1086,-25622,67633,177720,43410,153548,-16507,32677,25363,-29277,58069,14267,49520612,49518513,49521874,50000500,49999862,49999749,36228,32200,39820,710663,708769,704852,13266186,21636800,6104621,733156,2878725,2162088,3416689,731232,6887131,3044165,8342463,729833,5429430,3906499,6877092,731417,14872,15336
39,379999,11909,9842,13476,12455,707092,708650,708042,11485,13744,10426,9850,9451,11020,842382,13475,12440,15256,301078,12450,13242,9137,487616,11839,11757,12082,862080,11831,46868,707925,36171,27396,-15072,1936,-31412,12823,15915,1058,32971,57814,179327,63512,149597,46483,2978,-40037,36176,-7407,-51205,49523652,49521492,49524793,50000416,49999881,49999976,13633,10292,14649,710663,708769,704852,13274711,21630607,6115128,732476,2886287,2181175,3401154,735754,6896614,3064065,8304616,733594,5437849,3926104,6860219,733948,12094,11761
40,389999,33987,28702,36670,36672,706932,708646,708042,31359,38671,31656,28719,28616,28887,874796,36666,33449,42393,297512,36657,38266,29701,478574,33831,33602,34516,862178,33813,-18076,707870,-29290,68753,33507,2026,28789,31295,-25995,1036,-23136,50765,187814,54235,146387,-18121,-29941,21615,-29263,58073,14270,49540219,49538033,49541058,50000202,49999912,50000106,23186,22246,17084,710663,708769,704852,13301967,21631040,6142045,730990,2919442,2211269,3430929,737434,6921941,3090111,8288145,737122,5469143,3955356,6886088,735186,34549,33612
41,400000,62977,58513,65241,65232,706658,708588,708077,60674,66742,60860,58525,58375,58674,875679,65229,62627,68157,313124,65207,66190,59222,465360,62907,62709,63499,865327,62897,46743,707772,36182,55343,-8199,2126,-31812,54558,17178,975,35745,21968,197095,50829,137661,45187,2392,-38105,36194,-7398,-51199,49559986,49557723,49560131,49999931,49999942,50000102,50581,50629,43470,710663,708769,704852,13321850,21619195,6165589,729500,2941606,2223514,3465358,735931,6948705,3106668,8305460,738217,5492926,3969075,6923155,734541,63526,62718
42,409999,75350,74842,76420,74787,706563,708648,707966,75926,75070,74263,74848,74263,76320,871079,76412,76405,71619,326103,74747,74104,73218,454512,75320,75304,75357,867875,75327,-18301,707723,-29283,7101,-22250,2155,27982,62728,-24617,931,-21349,2354,199761,48797,131507,-17955,-31396,23531,-29250,58077,14275,49562790,49560538,49561973,49999684,49999957,49999969,71651,72392,68592,710663,708769,704852,13303049,21631843,6142856,730958,2922177,2212871,3435010,737278,6926063,3092449,8291494,737241,5472100,3957366,6890073,735162,75358,75305
43,419999,60858,64170,60913,57452,706757,708595,707996,64339,56720,60873,64192,63141,67202,863556,60902,63194,49788,338405,57423,55471,60241,442866,60755,60908,60274,870250,60766,46544,707780,36184,60511,34558,2017,-31523,45724,16345,951,33773,24862,187021,44093,134276,45679,945,-36465,36191,-7396,-51192,49545421,49543368,49543873,49999543,49999946,49999756,72070,72515,74831,710663,708769,704852,13276745,21632375,6116570,732423,2888303,2183373,3402288,735981,6899294,3067088,8302054,734032,5440099,3928823,6860821,734153,60251,60902
44,430000,31301,35230,31221,27418,707155,708641,707879,35190,26695,31663,35262,34178,38452,850947,31218,33664,20534,351691,27401,25534,31051,427222,31099,31279,30536,873090,31104,-18524,707889,-29292,67844,-7745,1798,29326,22171,-22393,1020,-26640,54458,166606,41770,144183,-17179,33070,25369,-29273,58070,14278,49526711,49524887,49524743,49999532,49999900,49999543,51466,50905,57505,713560,705753,705148,13268398,21640894,6105481,733173,2879403,2163136,3416516,731414,6887452,3044920,8340937,729980,5430242,3907699,6876875,731532,30509,31271
45,439999,11070,12036,11808,9376,707320,708511,708058,12700,9987,10449,12050,11267,14287,820873,11805,12621,8237,348678,9373,9155,9565,447783,11012,11059,10867,871729,11012,46475,707960,36173,22912,42621,1717,-30284,5196,22734,1054,32016,51951,159006,27648,148962,47261,216,-36806,36172,-7408,-51195,49520322,49518707,49518098,49999638,49999833,49999405,24030,22497,29294,713560,705753,705148,13270356,21639782,6107793,733027,2879566,2166239,3411286,732422,6890293,3048876,8335934,730627,5431362,3911187,6872855,732034,10860,11057
46,449999,17047,13550,19122,18534,707250,708534,707988,15720,20135,15213,13563,13290,14359,860228,19117,17081,22856,291392,18525,19702,13603,487573,16915,16763,17369,860241,16903,-18002,707920,-29295,45487,31510,1827,29369,13422,-24072,1113,-24483,67189,169230,46530,157374,-17540,-29666,20787,-29273,58068,14270,49528043,49526760,49525865,49999806,49999764,49999409,12878,10005,10494,713560,705753,705148,13283877,21638273,6121728,732230,2896296,2192571,3405878,737043,6901249,3071799,8292236,734951,5446620,3936727,6862519,734749,17391,16770
47,460000,44020,38558,46627,46953,707003,708467,707949,41074,48848,41719,38585,38555,38452,877264,46610,43253,52274,302634,46927,48468,39865,473506,43883,43637,44618,863198,43868,46827,707803,36179,71063,-9311,1950,-31638,41115,17480,1108,34209,40443,180700,54920,156571,45114,2908,-38765,36187,-7399,-51200,49547466,49546554,49545627,49999981,49999718,49999562,34483,31623,26860,713560,705753,705148,13314827,21626149,6156380,730119,2930068,2217193,3447340,736728,6937052,3099644,8297336,737786,5481593,3962694,6905174,734877,44653,43648
48,469999,69936,66561,71892,71395,706652,708635,708024,68441,72584,68050,66574,66278,67154,874035,71883,70031,72494,317730,71362,71883,66540,461797,69894,69746,70331,866229,69888,-18233,707767,-29282,38912,36294,2109,28801,60596,-23651,943,-22556,13901,195550,50808,133234,-18081,-30934,22991,-29254,58080,14278,49563618,49563029,49562092,50000118,49999711,49999817,61786,59460,54913,713560,705753,705148,13321615,21633882,6160589,730008,2941327,2224168,3463435,736217,6942696,3102794,8302079,737935,5491128,3968703,6918993,734713,70351,69753
49,479999,73357,74323,74017,71712,706544,708590,708102,75041,71584,72675,74326,73552,76410,868793,74003,74911,66624,330132,71687,70510,71807,450924,73315,73361,73162,868607,73324,46612,707743,36185,26401,32191,2124,-31367,61157,17074,893,35374,8990,196910,48875,126129,45471,1459,-37025,36194,-7396,-51194,49558449,49558303,49557236,50000191,49999737,50000095,75167,75306,73880,713560,705753,705148,13295003,21630180,6135419,731343,2908664,2202817,3418792,737338,6918864,3086491,8291628,736586,5460573,3948673,6876288,735095,73154,73360
50,490000,51505,55496,51331,47641,706867,708512,708040,55441,46709,51808,55524,54432,58692,860676,51316,53926,39512,342716,47620,45476,51302,437813,51360,51537,50806,871053,51370,-18439,707803,-29290,69847,-8850,1982,29195,37484,-22336,1009,-22611,33947,183738,42760,142694,-17549,-32437,24682,-29264,58071,14272,49538049,49538387,49537415,50000191,49999787,50000324,64908,67136,70167,713560,705753,705148,13272694,21641411,6109585,732953,2883494,2175137,3405077,734428,6891502,3056715,8314472,732377,5434467,3919986,6863443,733260,50780,51529
51,500000,22472,25709,22702,18986,707083,708481,708268,25904,18707,22560,25729,24659,28867,841408,22695,24729,13728,355361,18984,17575,21782,424417,22276,22426,21804,873931,22279,46383,707941,36174,57384,37178,1861,-30231,12224,20804,993,34922,64308,172428,32150,140346,46522,-331,-35276,36178,-7407,-51198,49522744,49523296,49522672,50000133,49999851,50000446,38850,40869,46507,713560,705753,705148,13270073,21643343,6106345,733163,2878489,2160660,3418681,730809,6889814,3043779,8350623,729456,5430520,3905870,6881335,731152,21782,22419
52,509999,9846,9348,10928,9289,707325,708446,708063,10435,10265,8754,9358,8760,11070,821785,10924,10928,10223,326256,9286,9623,7776,475100,9826,9808,9879,866465,9822,-18250,707941,-29294,12638,16015,1769,29894,2028,-21758,1125,-23906,32127,163870,12094,158927,-16105,-31409,21917,-29273,58068,14272,49520924,49521477,49521180,50000042,49999908,50000430,14873,15328,19434,713560,705753,705148,13272467,21642772,6108913,733011,2882645,2173778,3405392,734185,6890468,3054271,8319469,731901,5433631,3918207,6864782,733041,9882,9809
53,519999,24537,19960,26891,26835,707187,708390,708126,22343,28593,22520,19978,19866,20231,872988,26879,24067,32032,292012,26827,28267,20751,483058,24376,24177,24967,861006,24361,46914,707897,36177,59807,-10649,1833,-30179,19860,19044,1107,33980,61296,169804,47772,156490,45284,3397,-39600,36179,-7402,-51198,49533067,49533497,49533669,49999950,49999942,50000308,19414,15326,14824,713560,705753,705148,13294705,21632305,6134430,731431,2905894,2201013,3414993,737436,6915130,3083591,8291079,736292,5457805,3946477,6873200,735059,24995,24187
